Date,Time,Address,Zipcode,Category,ProblemType,PatrolDistrict,Substation,IncidentNumber,LAT,LON,ResponseDate,URL,Color,About
08/17/22, 9:17:27,8200 Mainland Dr,78240,Other Calls,Patrol By,7320,PRUE,SAPD-2022-1073659,29.518646,-98.630664,1660745847000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:17:32,2901-2999 NE LOOP 410 WB,78218,Traffic Calls,Traffic Related,3230,NORTH,SAPD-2022-1073660,29.516709,-98.402228,1660745852000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:19:17,2900 Encino River,78259,Traffic Calls,Abandoned Vehicle,3150,NORTH,SAPD-2022-1073665,29.639045,-98.442146,1660745957000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:18:24,I0 10 W,78230,Property Crime Calls,Panhandler,7340,PRUE,SAPD-2022-1073662,29.545011,-98.580079,1660745904000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:20:39,Ih 10 W Nb / Callaghan Rd,78230,Traffic Calls,Traffic Related,7210,PRUE,SAPD-2022-1073673,29.511507,-98.552234,1660746039000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:19:10,I0 37 S SB,78223,Traffic Calls,Traffic Related,6240,SOUTH,SAPD-2022-1073664,29.371794,-98.455596,1660745950000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:19:20,STA00 HWY 151,78237,Traffic Calls,Traffic Related,5120,WEST,SAPD-2022-1073666,29.414209,-98.589228,1660745960000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:22:01,100 Mabelle Dr,78233,Other Calls,Information,3230,NORTH,SAPD-2022-1073674,29.53583,-98.378968,1660746121000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:22:31,Kirk Place / Gaynor St,78225,Traffic Calls,Minor Accident,6110,SOUTH,SAPD-2022-1073677,29.395963,-98.518705,1660746151000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:23:06,100 Obregon St,78207,Other Calls,Disturbance,2340,CENTRAL,SAPD-2022-1073678,29.403112,-98.523193,1660746186000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:20:17,2301-2499 IH 35 N SB,78208,Traffic Calls,Traffic Related,4130,EAST,SAPD-2022-1073670,29.439006,-98.455811,1660746017000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:22:56,Alhambra / Buckeye,78201,Traffic Calls,Abandoned Vehicle,2250,CENTRAL,SAPD-2022-1073676,29.483347,-98.522517,1660746176000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:20:52,20501-20799 US HWY 281 N SB,78258,Traffic Calls,Traffic Related,3160,NORTH,SAPD-2022-1073672,29.634586,-98.457838,1660746052000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:22:36,100 E Gerald Ave,78214,Other Calls,Assist the Public,6230,SOUTH,SAPD-2022-1073675,29.364728,-98.502111,1660746156000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:27:51,12200 Vance Jackson,78230,Crimes Against Person Calls,Lewd Conduct,7230,PRUE,SAPD-2022-1073700,29.555228,-98.573163,1660746471000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 9:24:15,5000 Sandstone Way,78222,Property Crime Calls,Theft,4250,EAST,SAPD-2022-1073679,29.375269,-98.373229,1660746255000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:28:28,8600 Fredericksburg Rd,78240,Property Crime Calls,Forgery,7150,PRUE,SAPD-2022-1073703,29.521126,-98.573564,1660746508000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:26:24,500 S San Eduardo Ave,78237,Property Crime Calls,Criminal Mischief,5110,WEST,SAPD-2022-1073689,29.42492,-98.559187,1660746384000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:26:09,4500 Medical Dr,78229,Traffic Calls,Minor Accident,7130,PRUE,SAPD-2022-1073685,29.507184,-98.578914,1660746369000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:24:46,2800 Goliad Rd,78223,Other Calls,Suspicious Person,6270,SOUTH,SAPD-2022-1073681,29.355278,-98.431667,1660746286000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:24:36,700 W Mayfield Blvd,78211,Property Crime Calls,Criminal Mischief,6130,SOUTH,SAPD-2022-1073680,29.362151,-98.535356,1660746276000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:26:34,Nw Loop 410 Wb / W Military Dr,78245,Traffic Calls,Traffic Related,5160,WEST,SAPD-2022-1073687,29.442613,-98.638784,1660746394000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:26:17,S General Mcmullen / Castroville Rd,78237,Traffic Calls,Traffic Related,5120,WEST,SAPD-2022-1073688,29.416159,-98.555875,1660746377000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:27:27,700 Castroville Rd,78237,Other Calls,Information,5110,WEST,SAPD-2022-1073697,29.417868,-98.554327,1660746447000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:26:55,Nw Loop 410 / San Pedro Ave,78216,Traffic Calls,Minor Accident,3350,NORTH,SAPD-2022-1073692,29.520901,-98.499248,1660746415000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:25:28,111-899 W MYRTLE ST,78212,Other Calls,Patrol By,2210,CENTRAL,SAPD-2022-1073682,29.44492,-98.501248,1660746328000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:25:30,E HOUSTON ST / BROADWAY,78205,Other Calls,Disturbance,2110,CENTRAL,SAPD-2022-1073683,29.426508,-98.487975,1660746330000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:26:28,W ROLLING RIDGE DR / NW LOOP 410,78229,Traffic Calls,Minor Accident,5260,WEST,SAPD-2022-1073686,29.486741,-98.587135,1660746388000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:35:40,13900 Sw Loop 410,78224,Property Crime Calls,Forgery,6160,SOUTH,SAPD-2022-1073738,29.319712,-98.531531,1660746940000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:25:40,200 ALDAMA,78237,Other Calls,Miscellaneous,5120,WEST,SAPD-2022-1073684,29.408911,-98.559494,1660746340000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:27:47,1700 Potosi St,78207,Other Calls,Disturbance,2330,CENTRAL,SAPD-2022-1073702,29.414336,-98.52991,1660746467000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:26:34,Fm 78 / Rittiman Rd,78244,Traffic Calls,Minor Accident,4320,EAST,SAPD-2022-1073690,29.480197,-98.361039,1660746394000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:26:53,W0 NE LP 410 OFRP HARRY WZBCH,78217,Traffic Calls,Traffic Related,3340,NORTH,SAPD-2022-1073691,29.515913,-98.430512,1660746413000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:27:21,1000 LOCKE ST,78208,Other Calls,Patrol By,4130,EAST,SAPD-2022-1073693,29.437439,-98.447876,1660746441000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:28:42,14300 Bellcrest,78217,Traffic Calls,Traffic Related,3240,NORTH,SAPD-2022-1073706,29.570783,-98.399205,1660746522000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:27:22,T TRAIL IN OLMOS BASIN PARK,78209,Other Calls,Patrol By,2220,CENTRAL,SAPD-2022-1073694,29.476935,-98.478562,1660746442000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:27:30,8400 US HWY 281 N,78216,Traffic Calls,Traffic Related,3320,NORTH,SAPD-2022-1073695,29.515553,-98.478831,1660746450000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:27:38,19001-19263 US HWY 281 N,78258,Traffic Calls,Traffic Related,3160,NORTH,SAPD-2022-1073696,29.620577,-98.465552,1660746458000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:29:37,100 E High Ave,78210,Property Crime Calls,Theft,4120,EAST,SAPD-2022-1073709,29.40154,-98.473122,1660746577000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:27:53,15200-15298 US HWY 281 N NB,78232,Traffic Calls,Traffic Related,3130,NORTH,SAPD-2022-1073699,29.580334,-98.476743,1660746473000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:30:27,500 S San Felipe Ave,78237,Property Crime Calls,Burglary,5110,WEST,SAPD-2022-1073712,29.425246,-98.560138,1660746627000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:29:43,1300 Callaghan Rd,78228,Other Calls,Miscellaneous,5270,WEST,SAPD-2022-1073710,29.448614,-98.60267,1660746583000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:38:32,6000 Northwest Pkwy,78249,Property Crime Calls,Theft,7340,PRUE,SAPD-2022-1073736,29.551678,-98.59891,1660747112000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:28:37,7017-7099 FAIRLAWN DR,78223,Traffic Calls,Traffic Related,4260,EAST,SAPD-2022-1073705,29.356466,-98.42291,1660746517000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:28:59,El Montan Ave / Dot,78216,Traffic Calls,Abandoned Vehicle,3310,NORTH,SAPD-2022-1073708,29.497594,-98.498347,1660746539000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:30:52,5900 Medina Base Rd,78242,Property Crime Calls,Theft,6350,SOUTH,SAPD-2022-1073713,29.365624,-98.615541,1660746652000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:29:18,700 CINCINNATI AVE,78201,Other Calls,Patrol By,5210,WEST,SAPD-2022-1073707,29.449085,-98.519885,1660746558000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:30:19,1400 MCCAULEY BLVD,78224,Other Calls,Miscellaneous,6130,SOUTH,SAPD-2022-1073711,29.358904,-98.528828,1660746619000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:31:43,Howard St / W Olmos Dr,78212,Traffic Calls,Major Accident,2220,CENTRAL,SAPD-2022-1073715,29.47094,-98.495535,1660746703000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:36:38,7800 Chambers Rd,78229,Other Calls,Disturbance,7110,PRUE,SAPD-2022-1073737,29.50925,-98.563185,1660746998000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:32:51,3700 Betsy Ross,78230,Other Calls,Disturbance Family,7210,PRUE,SAPD-2022-1073718,29.527248,-98.554517,1660746771000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:33:19,4200 Katrina Ln,78222,Other Calls,Disturbance Family,4250,EAST,SAPD-2022-1073722,29.379636,-98.411742,1660746799000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:34:36,200 W Olmos Dr,78212,Traffic Calls,Major Accident,2220,CENTRAL,SAPD-2022-1073723,29.470945,-98.494644,1660746876000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:32:51,Howard St / W Olmos Dr,78212,Traffic Calls,Major Accident,2220,CENTRAL,SAPD-2022-1073717,29.47094,-98.495535,1660746771000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:32:54,3601-3799 DEVON AVE,78223,Traffic Calls,Traffic Related,4260,EAST,SAPD-2022-1073716,29.356066,-98.423138,1660746774000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:33:02,100-198 ROUSE,78201,Traffic Calls,Traffic Related,5210,WEST,SAPD-2022-1073719,29.446641,-98.53801,1660746782000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:36:03,9900 Ingram Rd,78245,Property Crime Calls,Burglary Vehicle,5330,WEST,SAPD-2022-1073728,29.437489,-98.6602,1660746963000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:35:06,600 DEVINE RD,78209,Other Calls,Patrol By,2220,CENTRAL,SAPD-2022-1073724,29.479612,-98.479853,1660746906000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:35:23,I0 37 S SB,78223,Traffic Calls,Traffic Related,6240,SOUTH,SAPD-2022-1073725,29.372878,-98.456824,1660746923000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:37:34,4900 Zulema,78237,Other Calls,Disturbance Neighbor,5120,WEST,SAPD-2022-1073734,29.418648,-98.58507,1660747054000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:38:47,1600 Castroville Rd,78237,Other Calls,Narcotic Laws,5120,WEST,SAPD-2022-1073735,29.414723,-98.562117,1660747127000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:40:59,3600 Callaghan Rd,78228,Crimes Against Person Calls,Threats,5250,WEST,SAPD-2022-1073750,29.457812,-98.601375,1660747259000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 9:36:31,2401-2599 US HWY 281 N SB,78212,Traffic Calls,Traffic Related,2220,CENTRAL,SAPD-2022-1073730,29.453666,-98.482397,1660746991000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:36:39,4600 THOUSAND OAKS DR,78233,Other Calls,Patrol By,3210,NORTH,SAPD-2022-1073731,29.544996,-98.400663,1660746999000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:37:14,11900-11999 Fuzzy Path,78221,Other Calls,SAPD Non-Emergency Call,6260,SOUTH,SAPD-2022-1073732,29.293796,-98.488765,1660747034000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:40:21,10700 Fredericksburg Rd,78240,Traffic Calls,Minor Accident,7310,PRUE,SAPD-2022-1073746,29.542665,-98.581012,1660747221000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:40:19,1200 W Southcross Blvd,78211,Crimes Against Person Calls,Suspicious Vehicle,6120,SOUTH,SAPD-2022-1073745,29.368106,-98.529703,1660747219000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 9:39:14,20101-20415 US HWY 281 N SB,78258,Traffic Calls,Traffic Related,3160,NORTH,SAPD-2022-1073739,29.629744,-98.460469,1660747154000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:40:48,300 E Cevallos St,78204,Traffic Calls,Traffic Related,2150,CENTRAL,SAPD-2022-1073751,29.408286,-98.497513,1660747248000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:39:48,I0 37 S SB,78223,Traffic Calls,Traffic Related,6220,SOUTH,SAPD-2022-1073742,29.376759,-98.461251,1660747188000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:43:34,4300 Woodbridge Way,78257,Other Calls,Disturbance,7260,PRUE,SAPD-2022-1073760,29.603498,-98.564346,1660747414000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:40:21,BABCOCK RD / HUEBNER RD,78240,Property Crime Calls,Panhandler,7310,PRUE,SAPD-2022-1073744,29.523735,-98.599876,1660747221000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:42:40,9800 Airport Blvd,78216,Other Calls,Property Found,SAT1,AIRPORT,SAPD-2022-1073755,29.526619,-98.471844,1660747360000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:40:51,18400 REDRIVER DAWN,78259,Other Calls,Welfare Check,3150,NORTH,SAPD-2022-1073747,29.608476,-98.441907,1660747251000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:40:56,I0 35 S NB,78224,Traffic Calls,Traffic Related,6150,SOUTH,SAPD-2022-1073748,29.351243,-98.532262,1660747256000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:44:25,2400 Wescott,78237,Other Calls,Disturbance Loud Music,6310,SOUTH,SAPD-2022-1073771,29.403548,-98.566287,1660747465000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:41:55,300 E HOUSTON ST,78205,Property Crime Calls,Theft,2110,CENTRAL,SAPD-2022-1073753,29.426338,-98.489595,1660747315000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:42:03,1709-1799 NW 18TH ST,78201,Traffic Calls,Traffic Related,2360,CENTRAL,SAPD-2022-1073754,29.44539,-98.531783,1660747323000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:44:07,Huebner Rd / Stone Oak Pkwy,78258,Traffic Calls,Minor Accident,3170,NORTH,SAPD-2022-1073762,29.6267,-98.495114,1660747447000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:43:23,200 Sheila Dr,78209,Other Calls,Disturbance,3340,NORTH,SAPD-2022-1073759,29.48644,-98.432357,1660747403000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:42:53,I0 35 S SB,78211,Traffic Calls,Traffic Related,6120,SOUTH,SAPD-2022-1073756,29.374524,-98.514862,1660747373000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:44:51,10200 Southton Rd,78223,Crimes Against Person Calls,Assault In Progress,6280,SOUTH,SAPD-2022-1073765,29.3153,-98.4321,1660747491000,http://www.sanantonio.gov/sapd/Calls.aspx,Red,a tbd link
08/17/22, 9:47:18,3500 Horizon Lake,78222,Other Calls,Suspicious Person,4250,EAST,SAPD-2022-1073774,29.381951,-98.376169,1660747638000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:44:10,BABCOCK RD / WURZBACH RD,78229,Property Crime Calls,Panhandler,7140,PRUE,SAPD-2022-1073763,29.504444,-98.584069,1660747450000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:47:37,400 S Frio St,78207,Other Calls,Miscellaneous,2160,CENTRAL,SAPD-2022-1073776,29.422234,-98.505906,1660747657000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:45:59,5452-5498 IH 37 S NB,78223,Traffic Calls,Traffic Related,4220,EAST,SAPD-2022-1073767,29.369468,-98.45254,1660747559000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:50:26,100 Bank St,78204,Traffic Calls,Abandoned Vehicle,2150,CENTRAL,SAPD-2022-1073786,29.400996,-98.504072,1660747826000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:46:04,15901-16199 US HWY 281 N,78232,Traffic Calls,Traffic Related,NOT SAPD BEX,SAPD OUTSIDE AREA,SAPD-2022-1073768,29.587749,-98.474971,1660747564000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:46:06,1900 IH 35 S NB,78204,Traffic Calls,Traffic Related,2150,CENTRAL,SAPD-2022-1073769,29.406501,-98.509951,1660747566000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:49:34,Us Hwy 281 N Sb / Jones Maltsberger Rd,78216,Traffic Calls,Traffic Related,3330,NORTH,SAPD-2022-1073783,29.500702,-98.481948,1660747774000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:48:44,12700 West Ave,78216,Other Calls,Disturbance,3120,NORTH,SAPD-2022-1073780,29.559836,-98.4966,1660747724000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:50:38,300 E Sonterra Blvd,78258,Other Calls,Suspicious Person,3160,NORTH,SAPD-2022-1073787,29.616156,-98.490142,1660747838000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:47:31,S Zarzamora St / San Luis St,78207,Traffic Calls,Officer Traffic Stop,2330,CENTRAL,SAPD-2022-1073775,29.422793,-98.527615,1660747651000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:49:36,1300 W Martin St,78207,Other Calls,Narcotic Laws,2310,CENTRAL,SAPD-2022-1073781,29.432422,-98.506347,1660747776000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:49:59,W Loop 1604 N / Potranco Rd,78253,Property Crime Calls,Panhandler,5360,WEST,SAPD-2022-1073784,29.435519,-98.711935,1660747799000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:48:53,7500 CALLAGHAN RD,78229,Other Calls,Miscellaneous,7110,PRUE,SAPD-2022-1073779,29.504887,-98.558059,1660747733000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:51:59,400 Valley Hi Dr,78227,Other Calls,Miscellaneous,6360,SOUTH,SAPD-2022-1073790,29.38112,-98.639989,1660747919000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:51:01,5000 Prue Rd,78240,Other Calls,Disturbance Neighbor,7310,PRUE,SAPD-2022-1073788,29.543157,-98.583584,1660747861000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:49:45,I0 37 S NB,78223,Traffic Calls,Traffic Related,4220,EAST,SAPD-2022-1073782,29.369413,-98.452477,1660747785000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:53:50,5300 W Military Dr,78242,Other Calls,Disturbance,6350,SOUTH,SAPD-2022-1073794,29.372252,-98.606556,1660748030000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:50:12,15200-15746 IH 10 W SB,78249,Traffic Calls,Traffic Related,7250,PRUE,SAPD-2022-1073785,29.586043,-98.597836,1660747812000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:52:49,4700 Darlene Dr,78222,Other Calls,Disturbance,4250,EAST,SAPD-2022-1073791,29.391217,-98.400637,1660747969000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:55:26,200 Stark,78204,Other Calls,Missing Person - Endangered,2150,CENTRAL,SAPD-2022-1073800,29.409379,-98.506544,1660748126000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:56:38,10100 Broadway,78217,Other Calls,Information,3360,NORTH,SAPD-2022-1073801,29.532182,-98.448971,1660748198000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:55:18,Ih 35 S Nb / Nogalitos St,78204,Traffic Calls,Minor Accident,2150,CENTRAL,SAPD-2022-1073796,29.400629,-98.511585,1660748118000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:51:50,7001-7029 WESTFIELD DR,78227,Traffic Calls,Traffic Related,5150,WEST,SAPD-2022-1073789,29.405519,-98.630682,1660747910000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:55:36,Orland Park / Jackson-keller Rd,78213,Traffic Calls,Traffic Related,3310,NORTH,SAPD-2022-1073798,29.50839,-98.516023,1660748136000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:57:01,600 E Nottingham Dr,78209,Property Crime Calls,Criminal Mischief,3340,NORTH,SAPD-2022-1073804,29.499567,-98.454259,1660748221000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:53:02,9700-9898 IH 10 W SB,78230,Traffic Calls,Traffic Related,7150,PRUE,SAPD-2022-1073793,29.531519,-98.562706,1660747982000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:56:38,200 Laddie Place,78201,Traffic Calls,Traffic Related,5230,WEST,SAPD-2022-1073821,29.473063,-98.538322,1660748198000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:59:52,12200 Silicon Dr,78249,Other Calls,Disturbance,7340,PRUE,SAPD-2022-1073818,29.54996,-98.592775,1660748392000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:55:21,4400 Callaghan Rd,78238,Property Crime Calls,Theft,5270,WEST,SAPD-2022-1073797,29.468744,-98.602991,1660748121000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22,10:01:21 AM,2800 Fredericksburg Rd,78201,Other Calls,Disturbance Neighbor,5230,WEST,SAPD-2022-1073825,29.469424,-98.533419,1660748481000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:57:51,5700 Industry Park Dr,78218-4627,Other Calls,Disturbance,4340,EAST,SAPD-2022-1073809,29.483048,-98.400839,1660748271000,http://www.sanantonio.gov/sapd/Calls.aspx,Blue,a tbd link
08/17/22, 9:55:59,600 S ELLISON DR,78245,Property Crime Calls,Criminal Mischief,5330,WEST,SAPD-2022-1073799,29.434069,-98.685008,1660748159000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:56:18,7200 Marbach Rd,78227,Property Crime Calls,Burglary Vehicle,5170,WEST,SAPD-2022-1073805,29.418122,-98.631873,1660748178000,http://www.sanantonio.gov/sapd/Calls.aspx,Green,a tbd link
08/17/22, 9:57:09,6100 Bark Valley,78242,Traffic Calls,Abandoned Vehicle,6350,SOUTH,SAPD-2022-1073808,29.353199,-98.622815,1660748229000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:56:54,I0 37 S SB,78210,Traffic Calls,Traffic Related,6220,SOUTH,SAPD-2022-1073803,29.389174,-98.474952,1660748214000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
08/17/22, 9:59:12,8100 Scottshill,78209,Traffic Calls,Abandoned Vehicle,3330,NORTH,SAPD-2022-1073812,29.509914,-98.46775,1660748352000,http://www.sanantonio.gov/sapd/Calls.aspx,Yellow,a tbd link
